-0.002,-6.99,NaN,-0.969
-6.982,-7.016,-0.971,-0.963
-6.974,-7.042,-0.973,-0.957
-6.968,-7.069,-0.976,-0.952
-6.961,-7.096,-0.978,-0.947
-6.956,-7.125,-0.981,-0.942
-6.951,-7.153,-0.984,-0.938
-6.946,-7.183,-0.986,-0.934
-6.943,-7.212,-0.989,-0.93
-6.939,-7.243,-0.993,-0.927
-6.937,-7.274,-0.996,-0.925
-6.935,-7.305,-0.999,-0.923
-6.934,-7.338,-1.003,-0.921
-6.933,-7.37,-1.007,-0.92
-6.933,-7.404,-1.011,-0.919
-6.934,-7.438,-1.015,-0.919
-6.935,-7.472,-1.019,-0.919
-6.937,-7.507,-1.023,-0.92
-6.94,-7.543,-1.028,-0.921
-6.943,-7.579,-1.033,-0.923
-6.947,-7.615,-1.037,-0.925
-6.952,-7.653,-1.042,-0.928
-6.957,-7.69,-1.048,-0.931
-6.963,-7.729,-1.053,-0.935
-6.97,-7.768,-1.059,-0.94
-6.978,-7.807,-1.064,-0.945
-6.986,-7.847,-1.07,-0.95
-6.995,-7.887,-1.076,-0.956
-7.004,-7.928,-1.083,-0.962
-7.015,-7.969,-1.089,-0.969
-7.026,-8.011,-1.096,-0.977
-7.037,-8.053,-1.103,-0.985
-7.05,-8.096,-1.11,-0.993
-7.063,-8.139,-1.117,-1.002
-7.077,-8.183,-1.124,-1.012
-7.091,-8.226,-1.131,-1.022
-7.106,-8.271,-1.139,-1.033
-7.122,-8.315,-1.147,-1.044
-7.139,-8.36,-1.155,-1.055
-7.156,-8.406,-1.163,-1.067
-7.174,-8.451,-1.171,-1.08
-7.192,-8.497,-1.179,-1.093
-7.211,-8.544,-1.188,-1.107
-7.231,-8.59,-1.197,-1.121
-7.252,-8.637,-1.205,-1.135
-7.273,-8.684,-1.214,-1.15
-7.295,-8.731,-1.223,-1.165
-7.317,-8.779,-1.233,-1.181
-7.34,-8.826,-1.242,-1.198
-7.364,-8.874,-1.251,-1.214
-7.388,-8.922,-1.261,-1.231
-7.413,-8.97,-1.271,-1.249
-7.439,-9.018,-1.28,-1.267
-7.465,-9.066,-1.29,-1.285
-7.492,-9.115,-1.3,-1.303
-7.519,-9.163,-1.31,-1.322
-7.547,-9.211,-1.321,-1.342
-7.575,-9.26,-1.331,-1.361
-7.604,-9.308,-1.341,-1.381
-7.634,-9.357,-1.351,-1.402
-7.664,-9.405,-1.362,-1.422
-7.695,-9.453,-1.372,-1.443
-7.726,-9.501,-1.383,-1.464
-7.758,-9.549,-1.393,-1.486
-7.79,-9.597,-1.404,-1.508
-7.823,-9.645,-1.415,-1.529
-7.856,-9.693,-1.426,-1.552
-7.89,-9.741,-1.436,-1.574
-7.924,-9.788,-1.447,-1.597
-7.959,-9.835,-1.458,-1.619
-7.994,-9.882,-1.469,-1.642
-8.03,-9.929,-1.479,-1.665
-8.066,-9.975,-1.49,-1.689
-8.103,-10.022,-1.501,-1.712
-8.14,-10.068,-1.512,-1.736
-8.178,-10.113,-1.523,-1.76
-8.216,-10.159,-1.533,-1.783
-8.254,-10.204,-1.544,-1.807
-8.293,-10.249,-1.555,-1.831
-8.333,-10.293,-1.566,-1.855
-8.372,-10.337,-1.576,-1.879
-8.413,-10.381,-1.587,-1.904
-8.454,-10.424,-1.597,-1.928
-8.495,-10.468,-1.608,-1.952
-8.536,-10.51,-1.619,-1.977
-8.578,-10.553,-1.629,-2.001
-8.621,-10.595,-1.639,-2.025
-8.664,-10.636,-1.65,-2.049
-8.707,-10.677,-1.66,-2.074
-8.751,-10.718,-1.67,-2.098
-8.795,-10.759,-1.681,-2.122
-8.839,-10.799,-1.691,-2.146
-8.884,-10.838,-1.701,-2.171
-8.93,-10.877,-1.711,-2.195
-8.975,-10.916,-1.721,-2.219
-9.022,-10.954,-1.73,-2.243
-9.068,-10.992,-1.74,-2.266
-9.115,-11.03,-1.75,-2.29
-9.163,-11.067,-1.759,-2.314
-9.211,-11.103,-1.769,-2.337
-9.259,-11.14,-1.778,-2.361
-9.308,-11.175,-1.787,-2.384
-9.357,-11.211,-1.797,-2.407
-9.406,-11.246,-1.806,-2.43
-9.457,-11.28,-1.815,-2.453
-9.507,-11.314,-1.824,-2.476
-9.558,-11.348,-1.833,-2.499
-9.609,-11.381,-1.841,-2.521
-9.661,-11.414,-1.85,-2.543
-9.713,-11.446,-1.859,-2.565
-9.766,-11.478,-1.867,-2.587
-9.819,-11.51,-1.875,-2.609
-9.873,-11.541,-1.884,-2.63
-9.927,-11.572,-1.892,-2.652
-9.982,-11.602,-1.9,-2.673
-10.037,-11.632,-1.908,-2.694
-10.093,-11.662,-1.916,-2.715
-10.149,-11.691,-1.923,-2.735
-10.206,-11.72,-1.931,-2.756
-10.263,-11.748,-1.939,-2.776
-10.321,-11.777,-1.946,-2.796
-10.379,-11.804,-1.953,-2.815
-10.438,-11.832,-1.961,-2.835
-10.497,-11.859,-1.968,-2.854
-10.557,-11.885,-1.975,-2.873
-10.617,-11.912,-1.982,-2.892
-10.678,-11.938,-1.989,-2.91
-10.74,-11.963,-1.996,-2.929
-10.802,-11.989,-2.002,-2.947
-10.865,-12.014,-2.009,-2.965
-10.929,-12.039,-2.015,-2.982
-10.993,-12.063,-2.022,-3
-11.057,-12.087,-2.028,-3.017
-11.123,-12.111,-2.034,-3.034
-11.189,-12.134,-2.041,-3.05
-11.256,-12.158,-2.047,-3.067
-11.323,-12.18,-2.053,-3.083
-11.391,-12.203,-2.059,-3.099
-11.46,-12.225,-2.064,-3.115
-11.529,-12.248,-2.07,-3.13
-11.6,-12.269,-2.076,-3.146
-11.671,-12.291,-2.081,-3.161
-11.743,-12.312,-2.087,-3.175
-11.815,-12.333,-2.092,-3.19
-11.889,-12.354,-2.098,-3.204
-11.963,-12.375,-2.103,-3.219
-12.038,-12.395,-2.108,-3.232
-12.114,-12.415,-2.114,-3.246
-12.19,-12.435,-2.119,-3.26
-12.268,-12.454,-2.124,-3.273
-12.347,-12.473,-2.129,-3.286
-12.426,-12.493,-2.134,-3.299
-12.506,-12.511,-2.139,-3.311
-12.587,-12.53,-2.144,-3.324
-12.67,-12.548,-2.148,-3.336
-12.753,-12.566,-2.153,-3.348
-12.837,-12.584,-2.158,-3.36
-12.922,-12.602,-2.163,-3.371
-13.008,-12.619,-2.167,-3.383
-13.096,-12.637,-2.172,-3.394
-13.184,-12.654,-2.176,-3.405
-13.273,-12.67,-2.181,-3.416
-13.364,-12.687,-2.186,-3.426
-13.456,-12.703,-2.19,-3.437
-13.548,-12.719,-2.195,-3.447
-13.642,-12.735,-2.199,-3.458
-13.738,-12.751,-2.204,-3.468
-13.834,-12.766,-2.208,-3.478
-13.932,-12.781,-2.213,-3.487
-14.031,-12.796,-2.217,-3.497
-14.131,-12.81,-2.222,-3.507
-14.232,-12.825,-2.226,-3.516
-14.335,-12.839,-2.231,-3.525
-14.439,-12.853,-2.235,-3.535
-14.545,-12.866,-2.24,-3.544
-14.652,-12.879,-2.244,-3.553
-14.76,-12.892,-2.249,-3.562
-14.87,-12.905,-2.253,-3.57
-14.981,-12.917,-2.258,-3.579
-15.094,-12.929,-2.263,-3.588
-15.208,-12.941,-2.267,-3.597
-15.324,-12.952,-2.272,-3.605
-15.441,-12.963,-2.277,-3.614
-15.56,-12.973,-2.282,-3.623
-15.681,-12.984,-2.287,-3.631
-15.803,-12.994,-2.292,-3.64
-15.927,-13.003,-2.297,-3.649
-16.053,-13.012,-2.302,-3.657
-16.18,-13.021,-2.307,-3.666
-16.309,-13.029,-2.313,-3.675
-16.44,-13.037,-2.318,-3.683
-16.572,-13.044,-2.324,-3.692
-16.707,-13.051,-2.329,-3.701
-16.843,-13.058,-2.335,-3.71
-16.981,-13.064,-2.341,-3.719
-17.121,-13.069,-2.346,-3.728
-17.263,-13.074,-2.352,-3.737
-17.407,-13.079,-2.358,-3.747
-17.552,-13.083,-2.365,-3.756
-17.7,-13.086,-2.371,-3.766
-17.849,-13.089,-2.378,-3.776
-18.001,-13.091,-2.384,-3.786
-18.154,-13.093,-2.391,-3.796
-18.309,-13.094,-2.398,-3.807
-18.467,-13.094,-2.405,-3.818
-18.626,-13.094,-2.412,-3.829
-18.787,-13.093,-2.419,-3.84
-18.95,-13.092,-2.427,-3.851
-19.115,-13.089,-2.434,-3.863
-19.282,-13.086,-2.442,-3.875
-19.451,-13.083,-2.45,-3.887
-19.622,-13.078,-2.458,-3.9
-19.794,-13.073,-2.467,-3.913
-19.968,-13.068,-2.475,-3.926
-20.144,-13.061,-2.484,-3.94
-20.321,-13.054,-2.493,-3.954
-20.5,-13.046,-2.502,-3.968
-20.68,-13.037,-2.511,-3.983
-20.862,-13.027,-2.521,-3.998
-21.045,-13.017,-2.531,-4.014
-21.229,-13.006,-2.54,-4.03
-21.414,-12.994,-2.551,-4.046
-21.6,-12.981,-2.561,-4.063
-21.787,-12.968,-2.571,-4.081
-21.974,-12.953,-2.582,-4.099
-22.161,-12.938,-2.593,-4.117
-22.348,-12.922,-2.604,-4.136
-22.535,-12.906,-2.615,-4.156
-22.722,-12.888,-2.627,-4.176
-22.908,-12.87,-2.639,-4.197
-23.093,-12.851,-2.651,-4.218
-23.277,-12.831,-2.663,-4.24
-23.459,-12.811,-2.675,-4.262
-23.639,-12.789,-2.688,-4.285
-23.816,-12.767,-2.701,-4.309
-23.991,-12.745,-2.714,-4.333
-24.163,-12.721,-2.727,-4.358
-24.331,-12.697,-2.741,-4.383
-24.495,-12.672,-2.755,-4.409
-24.655,-12.647,-2.768,-4.436
-24.81,-12.621,-2.783,-4.464
-24.96,-12.594,-2.797,-4.492
-25.105,-12.567,-2.811,-4.521
-25.243,-12.539,-2.826,-4.55
-25.375,-12.51,-2.841,-4.581
-25.501,-12.481,-2.856,-4.612
-25.62,-12.452,-2.871,-4.644
-25.731,-12.422,-2.887,-4.676
-25.835,-12.392,-2.902,-4.709
-25.932,-12.361,-2.918,-4.743
-26.021,-12.33,-2.934,-4.778
-26.103,-12.298,-2.95,-4.813
-26.176,-12.266,-2.966,-4.849
-26.242,-12.234,-2.982,-4.886
-26.301,-12.201,-2.999,-4.923
-26.352,-12.168,-3.015,-4.962
-26.396,-12.135,-3.032,-5
-26.433,-12.102,-3.049,-5.04
-26.463,-12.069,-3.066,-5.081
-26.486,-12.035,-3.083,-5.122
-26.503,-12.001,-3.1,-5.164
-26.514,-11.967,-3.117,-5.206
-26.52,-11.934,-3.135,-5.25
-26.52,-11.9,-3.152,-5.294
-26.516,-11.866,-3.17,-5.338
-26.506,-11.832,-3.187,-5.384
-26.493,-11.798,-3.205,-5.43
-26.475,-11.764,-3.222,-5.477
-26.454,-11.73,-3.24,-5.524
-26.43,-11.696,-3.257,-5.572
-26.402,-11.663,-3.275,-5.621
-26.372,-11.629,-3.293,-5.67
-26.339,-11.596,-3.31,-5.72
-26.304,-11.563,-3.328,-5.771
-26.266,-11.53,-3.346,-5.822
-26.227,-11.498,-3.363,-5.874
-26.186,-11.465,-3.381,-5.926
-26.143,-11.433,-3.398,-5.979
-26.098,-11.401,-3.416,-6.033
-26.052,-11.37,-3.433,-6.087
-26.004,-11.338,-3.451,-6.141
-25.955,-11.308,-3.468,-6.197
-25.905,-11.277,-3.486,-6.252
-25.853,-11.247,-3.503,-6.308
-25.801,-11.217,-3.52,-6.365
-25.747,-11.187,-3.537,-6.422
-25.691,-11.158,-3.554,-6.479
-25.635,-11.13,-3.571,-6.537
-25.577,-11.101,-3.588,-6.595
-25.518,-11.073,-3.605,-6.654
-25.458,-11.046,-3.621,-6.713
-25.396,-11.019,-3.638,-6.772
-25.333,-10.992,-3.654,-6.832
-25.269,-10.966,-3.67,-6.892
-25.203,-10.94,-3.687,-6.952
-25.135,-10.915,-3.703,-7.013
-25.067,-10.89,-3.719,-7.074
-24.996,-10.866,-3.734,-7.135
-24.925,-10.842,-3.75,-7.196
-24.851,-10.818,-3.766,-7.258
-24.777,-10.795,-3.781,-7.319
-24.7,-10.773,-3.796,-7.381
-24.622,-10.75,-3.812,-7.443
-24.542,-10.729,-3.827,-7.506
-24.461,-10.708,-3.842,-7.568
-24.379,-10.687,-3.857,-7.63
-24.294,-10.667,-3.871,-7.693
-24.208,-10.647,-3.886,-7.755
-24.121,-10.628,-3.9,-7.818
-24.032,-10.609,-3.915,-7.881
-23.942,-10.591,-3.929,-7.943
-23.85,-10.573,-3.943,-8.006
-23.757,-10.555,-3.957,-8.069
-23.663,-10.539,-3.971,-8.131
-23.568,-10.522,-3.985,-8.194
-23.471,-10.506,-3.998,-8.256
-23.373,-10.491,-4.012,-8.319
-23.274,-10.475,-4.025,-8.381
-23.174,-10.461,-4.039,-8.443
-23.074,-10.447,-4.052,-8.505
-22.972,-10.433,-4.065,-8.567
-22.869,-10.42,-4.078,-8.629
-22.766,-10.407,-4.091,-8.69
-22.662,-10.395,-4.104,-8.752
-22.558,-10.383,-4.117,-8.813
-22.453,-10.371,-4.129,-8.874
-22.348,-10.36,-4.142,-8.934
-22.242,-10.35,-4.154,-8.995
-22.136,-10.339,-4.167,-9.055
-22.03,-10.33,-4.179,-9.114
-21.924,-10.32,-4.192,-9.174
-21.817,-10.311,-4.204,-9.233
-21.71,-10.303,-4.216,-9.292
-21.604,-10.295,-4.228,-9.35
-21.498,-10.287,-4.24,-9.408
-21.391,-10.28,-4.252,-9.466
-21.285,-10.273,-4.264,-9.523
-21.179,-10.267,-4.276,-9.58
-21.074,-10.261,-4.288,-9.636
-20.968,-10.256,-4.3,-9.692
-20.863,-10.251,-4.312,-9.748
-20.759,-10.246,-4.324,-9.803
-20.655,-10.242,-4.336,-9.857
-20.551,-10.238,-4.347,-9.911
-20.448,-10.234,-4.359,-9.965
-20.346,-10.231,-4.371,-10.018
-20.244,-10.229,-4.383,-10.07
-20.142,-10.227,-4.395,-10.122
-20.042,-10.225,-4.406,-10.173
-19.942,-10.223,-4.418,-10.224
-19.843,-10.223,-4.43,-10.274
-19.744,-10.222,-4.442,-10.323
-19.646,-10.222,-4.454,-10.372
-19.549,-10.222,-4.465,-10.42
-19.453,-10.223,-4.477,-10.467
-19.357,-10.224,-4.489,-10.514
-19.262,-10.225,-4.501,-10.56
-19.168,-10.227,-4.513,-10.606
-19.075,-10.23,-4.525,-10.65
-18.982,-10.232,-4.537,-10.694
-18.891,-10.235,-4.549,-10.737
-18.8,-10.239,-4.562,-10.78
-18.71,-10.243,-4.574,-10.821
-18.621,-10.247,-4.586,-10.862
-18.533,-10.252,-4.598,-10.902
-18.445,-10.258,-4.611,-10.941
-18.359,-10.263,-4.623,-10.98
-18.273,-10.269,-4.636,-11.017
-18.188,-10.276,-4.649,-11.054
-18.104,-10.283,-4.661,-11.09
-18.02,-10.291,-4.674,-11.125
-17.938,-10.298,-4.687,-11.159
-17.856,-10.307,-4.7,-11.192
-17.775,-10.316,-4.713,-11.224
-17.695,-10.325,-4.726,-11.255
-17.616,-10.335,-4.74,-11.285
-17.538,-10.345,-4.753,-11.314
-17.46,-10.356,-4.767,-11.343
-17.383,-10.367,-4.78,-11.37
-17.307,-10.378,-4.794,-11.396
-17.232,-10.391,-4.808,-11.421
-17.157,-10.403,-4.822,-11.445
-17.084,-10.416,-4.836,-11.469
-17.011,-10.43,-4.85,-11.491
-16.939,-10.444,-4.865,-11.512
-16.867,-10.459,-4.879,-11.531
-16.796,-10.474,-4.894,-11.55
-16.726,-10.49,-4.909,-11.568
-16.657,-10.506,-4.924,-11.585
-16.589,-10.523,-4.939,-11.6
-16.521,-10.54,-4.954,-11.614
-16.454,-10.558,-4.97,-11.627
-16.387,-10.576,-4.985,-11.639
-16.321,-10.595,-5.001,-11.65
-16.256,-10.615,-5.017,-11.66
-16.192,-10.635,-5.033,-11.668
-16.128,-10.656,-5.05,-11.675
-16.065,-10.677,-5.066,-11.681
-16.002,-10.699,-5.083,-11.686
-15.941,-10.722,-5.1,-11.69
-15.879,-10.745,-5.117,-11.692
-15.819,-10.769,-5.134,-11.693
-15.759,-10.794,-5.152,-11.693
-15.7,-10.819,-5.169,-11.692
-15.641,-10.845,-5.187,-11.689
-15.583,-10.871,-5.206,-11.686
-15.525,-10.899,-5.224,-11.681
-15.468,-10.927,-5.242,-11.675
-15.412,-10.955,-5.261,-11.667
-15.356,-10.985,-5.28,-11.658
-15.301,-11.015,-5.3,-11.649
-15.246,-11.046,-5.319,-11.637
-15.192,-11.077,-5.339,-11.625
-15.139,-11.109,-5.359,-11.612
-15.086,-11.143,-5.379,-11.597
-15.033,-11.176,-5.4,-11.581
-14.982,-11.211,-5.42,-11.564
-14.93,-11.246,-5.441,-11.545
-14.88,-11.283,-5.463,-11.526
-14.83,-11.32,-5.484,-11.505
-14.78,-11.358,-5.506,-11.484
-14.731,-11.396,-5.528,-11.461
-14.683,-11.436,-5.55,-11.437
-14.635,-11.476,-5.573,-11.412
-14.587,-11.518,-5.596,-11.386
-14.541,-11.56,-5.619,-11.358
-14.494,-11.603,-5.643,-11.33
-14.449,-11.647,-5.666,-11.301
-14.404,-11.691,-5.69,-11.271
-14.359,-11.737,-5.715,-11.239
-14.315,-11.784,-5.739,-11.207
-14.272,-11.831,-5.764,-11.174
-14.229,-11.879,-5.789,-11.14
-14.187,-11.929,-5.815,-11.105
-14.146,-11.979,-5.841,-11.069
-14.105,-12.03,-5.867,-11.032
-14.064,-12.082,-5.893,-10.995
-14.025,-12.135,-5.92,-10.957
-13.986,-12.189,-5.947,-10.918
-13.947,-12.243,-5.974,-10.878
-13.91,-12.299,-6.002,-10.838
-13.873,-12.356,-6.03,-10.796
-13.836,-12.413,-6.058,-10.755
-13.8,-12.471,-6.086,-10.712
-13.765,-12.531,-6.115,-10.669
-13.731,-12.591,-6.144,-10.626
-13.697,-12.652,-6.173,-10.582
-13.665,-12.713,-6.203,-10.538
-13.632,-12.776,-6.233,-10.493
-13.601,-12.839,-6.263,-10.447
-13.57,-12.904,-6.294,-10.402
-13.541,-12.968,-6.324,-10.356
-13.512,-13.034,-6.355,-10.309
-13.483,-13.1,-6.386,-10.262
-13.456,-13.167,-6.418,-10.215
-13.429,-13.235,-6.45,-10.168
-13.404,-13.303,-6.482,-10.121
-13.379,-13.371,-6.514,-10.073
-13.355,-13.441,-6.546,-10.026
-13.332,-13.51,-6.579,-9.978
-13.31,-13.58,-6.612,-9.93
-13.288,-13.65,-6.645,-9.882
-13.268,-13.721,-6.678,-9.834
-13.249,-13.791,-6.712,-9.786
-13.23,-13.862,-6.746,-9.738
-13.213,-13.933,-6.779,-9.69
-13.197,-14.004,-6.813,-9.643
-13.181,-14.074,-6.848,-9.595
-13.167,-14.145,-6.882,-9.548
-13.153,-14.215,-6.916,-9.5
-13.141,-14.285,-6.951,-9.453
-13.13,-14.354,-6.985,-9.406
-13.12,-14.423,-7.02,-9.36
-13.111,-14.491,-7.055,-9.313
-13.103,-14.558,-7.09,-9.267
-13.096,-14.624,-7.125,-9.221
-13.09,-14.69,-7.16,-9.175
-13.086,-14.754,-7.194,-9.13
-13.082,-14.817,-7.229,-9.085
-13.08,-14.878,-7.264,-9.041
-13.079,-14.938,-7.299,-8.997
-13.079,-14.997,-7.334,-8.953
-13.08,-15.054,-7.369,-8.91
-13.083,-15.108,-7.404,-8.867
-13.087,-15.161,-7.439,-8.824
-13.092,-15.212,-7.473,-8.782
-13.098,-15.261,-7.508,-8.741
-13.105,-15.307,-7.543,-8.7
-13.114,-15.352,-7.577,-8.659
-13.124,-15.393,-7.611,-8.619
-13.135,-15.432,-7.645,-8.579
-13.148,-15.469,-7.679,-8.54
-13.161,-15.502,-7.713,-8.501
-13.176,-15.533,-7.746,-8.463
-13.193,-15.561,-7.78,-8.425
-13.21,-15.586,-7.813,-8.388
-13.229,-15.608,-7.846,-8.351
-13.249,-15.627,-7.879,-8.315
-13.271,-15.644,-7.911,-8.279
-13.294,-15.657,-7.943,-8.244
-13.318,-15.667,-7.975,-8.209
-13.343,-15.674,-8.007,-8.175
-13.37,-15.678,-8.039,-8.141
-13.398,-15.679,-8.07,-8.107
